headword,pos,cefr,tier,tier_name,amirnet_level,is_connector,source
toothache,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
toothbrush,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
toothpaste,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
torch,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tornado,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
tortoiseshell,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
torture,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
toss,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
total,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
totally,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
tough,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tour,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
tour guide,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
tourism,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
tourist,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
tournament,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
toward/towards,preposition,A2,1,ליבה,1-2,true,CEFR-J v1.5
toxic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trace,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
track,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
tracksuit,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trade,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
trader,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tradition,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
traditional,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
traditionally,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
traffic,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
traffic jam,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
traffic light,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
tragedy,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
tragic,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trail,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trailer,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trainee,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trainer,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
training,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
trait,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
traitor,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tram,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
tramp,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trample,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
transcript,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
transfer,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
transform,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
transformation,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
transfusion,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
transient,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
transistor,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
transition,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
transitional,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
transitive,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
translate,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
translation,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
translator,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
transmission,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
transmit,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
transparent,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
transport,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
transportation,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trap,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
trash,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
travel agent,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
traveler/traveller,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
traverse,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tray,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tread,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
treasure,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
treat,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
treatment,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
treaty,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trek,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tremble,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
tremendous,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
tremendously,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tremor,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trend,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trial,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
triangle,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tribe,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trick,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
tricky,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trigger,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trim,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trio,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
triumph,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trivial,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trolley,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
troop,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trophy,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tropic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tropical,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trouble,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
troublesome,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
truly,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
trumpet,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trunk,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
trust,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
trustworthy,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
trusty,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
truth,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
truthful,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
truthfulness,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tub,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tuberculosis,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tug,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tuition,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tulip,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tumble,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
tumor/tumour,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tuna,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
tune,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
tunnel,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
turbulence,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
turbulent,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
turning,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
turtle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
tutor,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
twice,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
twin,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
twinkle,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
twist,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
twisted,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
typhoid,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
typical,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
typically,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
tyranny,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
tyrant,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
ultimate,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
ultimately,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unable,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unacceptable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unafraid,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unashamedly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unattractive,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unauthorized/unauthorised,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unavailable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unaware,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unbearable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unbeatable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unbelievable,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
uncertain,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
uncertainty,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unchanged,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
uncharacteristic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unclear,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unclearly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
uncomfortable,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
uncomfortably,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
uncommon,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unconcerned,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unconscious,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
uncontrollable,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
uncover,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
underage,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
underestimate,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
undergo,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
undergraduate,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
underground,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
underneath,preposition,B1,2,ליבה מורחבת,2-3,true,CEFR-J v1.5
underpants,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
undersea,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
understand,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
understandable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
understanding,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
undertake,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
underwater,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
underwear,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
undo,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
undoubtedly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
undreamed,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
undress,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
undressed,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unease,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
uneasily,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
uneasy,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
unemployed,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unemployment,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unenthusiastic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
uneven,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unexpected,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unexpectedly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unfair,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
unfairly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unfamiliar,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unfashionable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unfit,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unfold,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unforeseen,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unforgettable,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
unfortunate,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unfortunately,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
unfriendly,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ungodly,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unhappiness,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unhappy,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
unhealthy,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
unheard,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unhelpful,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
uniform,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
unify,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unimaginable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unimaginably,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unimportant,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
uninterested,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
uninteresting,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
union,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unique,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unit,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
unite,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
united,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
universal,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
universe,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
university,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
unjustly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unkind,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unknown,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
unless,conjunction,B1,2,ליבה מורחבת,2-3,true,CEFR-J v1.5
unlike,adjective,A2,1,ליבה,1-2,true,CEFR-J v1.5
unlikely,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unlimited,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unload,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unlock,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unlucky,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unmistakable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unmistakably,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unnatural,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unnecessary,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
unofficial,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unpack,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unpleasant,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
unpopular,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unpredictable,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unrealistic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unreasonable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unrelated,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unreliable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unrest,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unsafe,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unsatisfactory,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unselfish,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unstoppable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unsuccessful,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unsuitable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unsure,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
untalented,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unthinkably,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
untidy,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
untie,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unto,preposition,B2,3,הרחבה אקדמית,3,true,CEFR-J v1.5
untreated,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
untrimmed,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unusual,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
unusually,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unusualness,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unwanted,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unwell,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
unwilling,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unwise,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
unworldly,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
upbringing,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
update,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
upgrade,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
uplifted,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
upload,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
upon,preposition,A2,1,ליבה,1-2,true,CEFR-J v1.5
upper,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
upright,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
upset,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
upside down,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
upstairs,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
up-to-date,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
upward,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
urban,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
urge,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
urgent,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
urgently,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
usage,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
used,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
used to,modal auxiliary,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
useful,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
useless,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
user,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
usher,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
usual,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
utility,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
utilize/utilise,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
utter,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
utterly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vacancy,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vacant,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vaccine,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vague,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vain,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
valentine,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
valid,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
valley,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
valuable,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
value,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
van,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vanish,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vanity,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
variation,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
varied,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
variety,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
various,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vary,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vast,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vegetarian,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vehicle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vein,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
venture,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
venue,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
verb,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
verbal,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
verbally,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
verse,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
version,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
versus,preposition,B2,3,הרחבה אקדמית,3,true,CEFR-J v1.5
vessel,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vet,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
veteran,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
via,preposition,B1,2,ליבה מורחבת,2-3,true,CEFR-J v1.5
vibrate,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vibration,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vice,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vice president,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
victim,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
victory,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
video clip,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
video game,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
view,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
viewer,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
viewpoint,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vigor/vigour,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vigorous,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vigorously,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
villa,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
village,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
villager,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vinegar,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
violate,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
violence,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
violent,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
violently,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
violin,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
virtual,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
virtual reality,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
virtually,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
virtue,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
virus,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
visa,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
visible,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
visibly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vision,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
visitor,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
visual,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
visually,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vital,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vitamin,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vivid,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vividly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vocabulary,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
vocalist,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
voice,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
volcano,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
volume,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
volunteer,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
vomit,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
voter,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vow,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
vowel,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
voyage,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wage,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
